"h_y","h_beta_1","h_beta_2","h_beta_3","h_beta_4","h_beta_5"
0.0118646664845336,0.0129623743031952,0.0122724057053095,0.00730083804091845,0.00669321778731317,0.0145588729678972
0.0121897816004493,0.0106902107824251,0.00833910007243635,0.0217563523573159,0.010127809540445,0.0089353273409093
0.0132151453634179,0.0106761785971185,0.0093522366148743,0.0162051823007983,0.00973122018532794,0.00782696655935563
0.0110454799568446,0.0101374767493569,0.0059073321824163,0.0135703768933937,0.00847757607511847,0.00231516757354718
0.0126473087310162,0.00998462152106955,0.00711991917083912,0.0166561140370494,0.0101408359012479,0.00251230686763195
0.0110093199721559,0.0102000697635465,0.00117503296389212,0.0167520848329677,0.00669518857186681,0.00243764059274294
0.0128352878414129,0.00932884567295328,0.00571079151652682,0.0158055282196312,0.0152730396830661,0.00382731863901382
0.0121545039508209,0.0100062413390165,0.0028577433942171,0.0114241365120202,0.00791785927891068,0.00472750722537242
0.0108454118572606,0.0110202174082936,0.0062489346485887,0.0167119645194601,0.00682058760691546,0.00520529097815786
0.0116576164335169,0.0107690034158372,0.00557085560083817,0.00935106535811024,0.0079364322990758,0.00891537280065603
0.0116496700048993,0.0103854335732871,0.00359398334466447,0.00741848437156215,0.00895203958957796,0.00613336105301978
0.0111545478428264,0.0104984180908991,0.000328444977276587,0.00768279515230628,0.00976142069922939,0.00452358589357912
0.0104378388372996,0.010564506262195,0.00416720198551916,0.00749695029735366,0.00835052695755834,0.00310662691798999
0.0102996672680226,0.0108410995629657,0.00107598648429817,0.00789913869174635,0.00829268303446118,0.00309168615585225
0.00969091013387072,0.0113888651935156,0.00138832126645292,0.0076813738906894,0.00756158136929078,0.00266838117455115
0.00945919024629491,0.0113454073495626,0.000603599912602017,0.00808928818392694,0.00693116032050361,0.00318044390608407
0.00924691774559792,0.0119628779043892,0.000269383139068293,0.0109172034773771,0.0087370286214719,0.00228834011255011
0.00890707930456104,0.0119014134042559,0.0008231450886375,0.00875617095564587,0.00694179979916495,0.00236303831063312
0.00911193670318758,0.0114079165643745,0.000777775697015726,0.00743648515751154,0.00690916308394093,0.00242222830053661
0.00919355007739883,0.0109797495956065,0.00103584740216336,0.00730596542922367,0.00763892547164438,0.00277778747257507
0.00878859305197834,0.010837166594769,0.00164402640002746,0.00937496092259772,0.00663385690884178,0.00379322885897351
0.009058002622098,0.0116770369924482,0.00231346336499787,0.00947981921784766,0.00788213751309691,0.00396435198020592
0.00902681394940415,0.0114087844457018,0.00232684773550237,0.00773124695418648,0.00664153690467876,0.00613598441194918
0.00889774720042698,0.0113535627574698,0.000155039770947531,0.00730110508150395,0.00667219189685013,0.00291815332794094
0.0082036683401337,0.0115059344719291,0.00216969971574234,0.00775107881778335,0.00739763887930653,0.00384580947942761
0.00823924129456967,0.0119897934023216,0.000834519282215314,0.00921397917518432,0.0104083650677909,0.00258022750039053
0.00787412613131467,0.0121759860874355,0.000119724013959807,0.00737699014656049,0.00727590462139665,0.00281790491147855
0.00775476525982299,0.0123168222788104,0.000363609873262758,0.00896592190979897,0.00671838187252607,0.00231720929502667
